verified,reviewTime,reviewerID,asin,style,reviewText,summary,overall,day,month,year,sentiment,review_clean
True,2013-02-22,A3BM4YBXXXCLFK,B0007Y09VO,{'Format:': ' Kindle Edition'},"this book was not what i thought, there should be more step by step pictures. i regret spending the money on it.",Not worth the money spent,1,22,2,2013,0,this book was not what i thought there should be more step by step pictures i regret spending the money on it
True,2013-02-13,A2WTXNY2ECJJUS,B0007Y09VO,{'Format:': ' Paperback'},"this is truly the bible of crocheting and it is always great to have it by your side while doing projects.  i have crochet for years and sometimes you just forget how a stitch was to be done, i can look it up.  yes,it is truly a must have for all who crochet.",Having the Bible by your side.,5,13,2,2013,2,this is truly the bible of crocheting and it is always great to have it by your side while doing projects  i have crochet for years and sometimes you just forget how a stitch was to be done i can look it up  yesit is truly a must have for all who crochet
True,2013-02-08,A1EGR89AXXSNWY,B0007Y09VO,{'Format:': ' Paperback'},"i have always found the ""for dummies"" books helpful. i bought a copy for myself and for my sister-in-law. she wanted to learn how to crochet, and i felt this would be great. she and i are both left handed and the illustrations make things much easier.",Always a good choice,5,8,2,2013,2,i have always found the for dummies books helpful i bought a copy for myself and for my sisterinlaw she wanted to learn how to crochet and i felt this would be great she and i are both left handed and the illustrations make things much easier
True,2013-02-03,A13BG4W1NFLM05,B0007Y09VO,{'Format:': ' Paperback'},"i was looking for  basic beginner help and better diagrams.
it wasn't as helpful as i was expecting since i am a beginner.
i would say this book would be for someone that has crocheted for some time.",Disappointed,1,3,2,2013,0,"i was looking for  basic beginner help and better diagrams
it wasnt as helpful as i was expecting since i am a beginner
i would say this book would be for someone that has crocheted for some time"
True,2013-01-19,A2YPWZFFDRCSQF,B0007Y09VO,{'Format:': ' Paperback'},this was also ordered and mailed to same granddaughter.  she had jusy started to crochet when she moved and since she is away from me she needed help with new stitches ect.  she has received it and says it is an awsome book.,Crocheting for Dummies,5,19,1,2013,2,this was also ordered and mailed to same granddaughter  she had jusy started to crochet when she moved and since she is away from me she needed help with new stitches ect  she has received it and says it is an awsome book
False,2013-01-08,A15M7QWU59WPFY,B0007Y09VO,{'Format:': ' Paperback'},"i bought this book as someone who knew the beginning crochet stitches (single, double- heck, i could even do a v-stitch), but wanted to branch out more.  i was mostly interested in learning rounds.

this book has been such an excellent help.  not only has it taught me more stitches, but i am finally getting there with the rounds i always wanted to learn to do.

i was worried at first because i'm much more of a ""hands on"" type person- learning from youtube videos or from the pages of a book has never really helped me all that much.  crocheting for dummies has wonderful step-by-step instructions and diagrams and they even teach you to read crocheting patterns by easing you in to ""crochetese"" as they call it.  for instance, in the first few patterns it tells you how it would be written in crochet language, then ""translates"" it below.  this way you can test yourself and then easily check to make sure you were reading it accurately.

i invested in some cheap, small sticky notes and can flip with ease to any stitch i want in the book as a refresher.

i highly recommend this book to take your crocheting to the next level! :)",Super Helpful!,5,8,1,2013,2,"i bought this book as someone who knew the beginning crochet stitches single double heck i could even do a vstitch but wanted to branch out more  i was mostly interested in learning rounds

this book has been such an excellent help  not only has it taught me more stitches but i am finally getting there with the rounds i always wanted to learn to do

i was worried at first because im much more of a hands on type person learning from youtube videos or from the pages of a book has never really helped me all that much  crocheting for dummies has wonderful stepbystep instructions and diagrams and they even teach you to read crocheting patterns by easing you in to crochetese as they call it  for instance in the first few patterns it tells you how it would be written in crochet language then translates it below  this way you can test yourself and then easily check to make sure you were reading it accurately

i invested in some cheap small sticky notes and can flip with ease to any stitch i want in the book as a refresher

i highly recommend this book to take your crocheting to the next level "
True,2013-01-04,A2J9ZOGQ05OLVV,B0007Y09VO,{'Format:': ' Paperback'},got the book fast and realy like that it is easy to understand. croched many years ago and this book helped me to get back to a hobbie i love,love it,5,4,1,2013,2,got the book fast and realy like that it is easy to understand croched many years ago and this book helped me to get back to a hobbie i love
True,2012-12-31,A2PUUKRDD69U0W,B0007Y09VO,{'Format:': ' Paperback'},"granny squares used to be the only thing i could do, and didn't even know the stitches i was using when i made them.  now i make all sorts of things, and this reference book stays with me when i do.  good descriptions of how to do different stitches and styles, includes a few patterns to get started.  book is broken into chapters, but i usually go straight for the index to take me where i need info.  with this book in your yarn basket you will be able to go well beyond the basic scarf. bought one for my grand-daughter who really got into crocheting this past summer.",Great Book,5,31,12,2012,2,granny squares used to be the only thing i could do and didnt even know the stitches i was using when i made them  now i make all sorts of things and this reference book stays with me when i do  good descriptions of how to do different stitches and styles includes a few patterns to get started  book is broken into chapters but i usually go straight for the index to take me where i need info  with this book in your yarn basket you will be able to go well beyond the basic scarf bought one for my granddaughter who really got into crocheting this past summer
True,2012-12-27,A31UKVC6SX39HL,B0007Y09VO,{'Format:': ' Paperback'},great book and arrived quickly! the book was exactly as described in the description. thanks so much for your excellent service!,Wonderful service!,5,27,12,2012,2,great book and arrived quickly the book was exactly as described in the description thanks so much for your excellent service
True,2012-12-26,AZJB0HAT6GLHZ,B0007Y09VO,{'Format:': ' Paperback'},"for anyone who is trying to refresh their memory or just trying to learn, this little book has a wealth of information to meet your needs. a great book to have.",A Must Have,5,26,12,2012,2,for anyone who is trying to refresh their memory or just trying to learn this little book has a wealth of information to meet your needs a great book to have
True,2012-12-17,A3ALAIIBDCIMRQ,B0007Y09VO,{'Format:': ' Paperback'},"i have purchased other ""dummies"" books in the past, and am never surprised.  i like the fact that if you can understand one dummies book, you can understand them all. the style in which they are written is always the same. i want to learn how to crochet flowers to use on greeting cards...i am a card maker.  i haven't had a lot of time to practice yet, but i do feel that this book will walk me through anything i could ever learn in a class that i would have to physically attend.  i don't have time for that, but know that i can fit my lessons in at my leisure, and like the fact that the book won't be discouraged when i, as a student, need to go over a particular step several times. you can always be assured the dummies books will help you, right down to the most basic steps.",Great book,5,17,12,2012,2,i have purchased other dummies books in the past and am never surprised  i like the fact that if you can understand one dummies book you can understand them all the style in which they are written is always the same i want to learn how to crochet flowers to use on greeting cardsi am a card maker  i havent had a lot of time to practice yet but i do feel that this book will walk me through anything i could ever learn in a class that i would have to physically attend  i dont have time for that but know that i can fit my lessons in at my leisure and like the fact that the book wont be discouraged when i as a student need to go over a particular step several times you can always be assured the dummies books will help you right down to the most basic steps
True,2012-12-13,A2YJW4WFTN58FM,B0007Y09VO,{'Format:': ' Paperback'},it has proven to be a very useful book that i have and keep learning from. it is a very good book and i would reccomend it to anyone wanting to start crocheting.,Crocheting for Dummies,5,13,12,2012,2,it has proven to be a very useful book that i have and keep learning from it is a very good book and i would reccomend it to anyone wanting to start crocheting
True,2012-12-10,A1HKC507NJWPGL,B0007Y09VO,{'Format:': ' Paperback'},"after months of trying to teach myself to crochet off of youtube tutorials, and still not managing to make anything nice enough to allow to leave the house, i finally broke down and bought this book.  unlike a book that i had bought previously that pretty much seemed to be written in another language, this was really readable.  literally a week and a half later i was able to crochet things i am really proud of.  i am considering opening an etsy shop now and crochet all the time.  i tell all my friends and anyone else who wants to crochet to buy this book.  it works!","If you want to learn to crochet, this book is PERFECT",5,10,12,2012,2,after months of trying to teach myself to crochet off of youtube tutorials and still not managing to make anything nice enough to allow to leave the house i finally broke down and bought this book  unlike a book that i had bought previously that pretty much seemed to be written in another language this was really readable  literally a week and a half later i was able to crochet things i am really proud of  i am considering opening an etsy shop now and crochet all the time  i tell all my friends and anyone else who wants to crochet to buy this book  it works
True,2012-11-25,A296UIW2RLNPMY,B0007Y09VO,{'Format:': ' Paperback'},not what i expected but that is okay if i can not use it  i know someone that can a,Its okay.,3,25,11,2012,1,not what i expected but that is okay if i can not use it  i know someone that can a
True,2012-11-24,A2UTX90CSJ946,B0007Y09VO,,very descriptive and helpful! isn't confusing like most others i've tried using. i would recommend this book to anyone begining to crochet!,Love it!,5,24,11,2012,2,very descriptive and helpful isnt confusing like most others ive tried using i would recommend this book to anyone begining to crochet
True,2012-11-21,A3O58CCXUC5SA1,B0007Y09VO,{'Format:': ' Kindle Edition'},"i just taught myself how to crochet and i wouldn't have been able to do it without this book (and the help of youtube). a lady from work who does crocheting all the time recommended this book, so i had to buy it. i don't regret it at all. i refer back to it all the time. does get frustrating sometimes because i'm used to a book and sticking tabs on important pages...can't exactly do that with the kindle version.",must have!,4,21,11,2012,2,i just taught myself how to crochet and i wouldnt have been able to do it without this book and the help of youtube a lady from work who does crocheting all the time recommended this book so i had to buy it i dont regret it at all i refer back to it all the time does get frustrating sometimes because im used to a book and sticking tabs on important pagescant exactly do that with the kindle version
True,2012-11-17,A2RM59NGY2T1R1,B0007Y09VO,{'Format:': ' Paperback'},"i have been crocheting for years, but this book has taught me a lot more i did not know. i would recomend this for anyone from beginers to advance crochers.",great book,5,17,11,2012,2,i have been crocheting for years but this book has taught me a lot more i did not know i would recomend this for anyone from beginers to advance crochers
True,2012-11-15,A3CL7MR9F0XUMV,B0007Y09VO,{'Format:': ' Kindle Edition'},too many words not enought pictures.  i appreciate it's hard to do a book on something like this but i didn't find the simple things i was looking for (and thought i'd find in a dummies book). i'm sure if i persevere i'll get it right but maybe crocheting should be written like a cartoon not a novel.,I must really be a dummy,3,15,11,2012,1,too many words not enought pictures  i appreciate its hard to do a book on something like this but i didnt find the simple things i was looking for and thought id find in a dummies book im sure if i persevere ill get it right but maybe crocheting should be written like a cartoon not a novel
True,2012-10-19,A28IS7YHHCJ441,B0007Y09VO,{'Format:': ' Paperback'},this item was sent and i thought i knew how to crochet only to find i was doing it wrong and now am doing it right.  great book for novices and those who thought they knew how to crochet.,Crocheting for Dummies,5,19,10,2012,2,this item was sent and i thought i knew how to crochet only to find i was doing it wrong and now am doing it right  great book for novices and those who thought they knew how to crochet
True,2012-08-18,A37KPCGJIO7WAN,B0007Y09VO,{'Format:': ' Paperback'},i had been wanting to learn how to crochet for awhile and everyone i asked didn't know how to do or would tell me look at utube. i first looked at utube and i got the hang of it a little so i decided to buy a book. this book really helped me i got the stitches down really quick and it even shows you how to read a pattern which i really needed. i really love this book! i keep it close just in case i need to look something up.,Great book,5,18,8,2012,2,i had been wanting to learn how to crochet for awhile and everyone i asked didnt know how to do or would tell me look at utube i first looked at utube and i got the hang of it a little so i decided to buy a book this book really helped me i got the stitches down really quick and it even shows you how to read a pattern which i really needed i really love this book i keep it close just in case i need to look something up
True,2012-05-07,A2G89C9SHFJYSB,B0007Y09VO,{'Format:': ' Paperback'},"very helpful and easy to read. i recommend it to all! enjoyed the pictures best, made it easier to understand.",Crocheting for Dummies,4,7,5,2012,2,very helpful and easy to read i recommend it to all enjoyed the pictures best made it easier to understand
True,2012-02-11,A2PI1UBCBIXHJF,B0007Y09VO,{'Format:': ' Paperback'},"i had given a copy of this book to my d.i.l. and then decided i'd like one for myself.  so amazon was my first choice of a source for the book, and in about a week or less i had my book and was able to go right to studying how to crochet the right way.  thanks again, amazing amazon.",Learning new skills,5,11,2,2012,2,i had given a copy of this book to my dil and then decided id like one for myself  so amazon was my first choice of a source for the book and in about a week or less i had my book and was able to go right to studying how to crochet the right way  thanks again amazing amazon
True,2012-01-23,A2R27HS1PAKMUO,B0007Y09VO,{'Format:': ' Paperback'},"arrived on time, perfect condition.  have used chapter 5 many times to practice new stitches and get info on finishing rows, etc.  will be awhile before i need the advanced instructions tho!",I needeed this!,5,23,1,2012,2,arrived on time perfect condition  have used chapter 5 many times to practice new stitches and get info on finishing rows etc  will be awhile before i need the advanced instructions tho
True,2011-11-13,AEW47MQ5U0OLH,B0007Y09VO,{'Format:': ' Paperback'},when this book was received pages were coming away from the binding.  i contacted amazon and they remedied the situation to my satisfaction.  i have no apprehension for future purchases due to their ability and interest in resolving the issue.,Good content but quality of book was overstated,4,13,11,2011,2,when this book was received pages were coming away from the binding  i contacted amazon and they remedied the situation to my satisfaction  i have no apprehension for future purchases due to their ability and interest in resolving the issue
False,2011-11-02,A20EERTRE8ELEV,B0007Y09VO,{'Format:': ' Kindle Edition'},"i think this book is really helpful. if only it included pictures of the finished items for the various patterns... that would make it great! i like to know what i am making before, during and after i make an item, so i can see what i am shooting for in a finished product.",If only...,4,2,11,2011,2,i think this book is really helpful if only it included pictures of the finished items for the various patterns that would make it great i like to know what i am making before during and after i make an item so i can see what i am shooting for in a finished product
True,2011-11-01,A2IEU6R5Y52LIG,B0007Y09VO,{'Format:': ' Paperback'},"i have been knitting for 30 years and i want to learn crochet for a book of the cutiest cats you every saw.  so i got
this book to teach me crochet, i am doing ok with it, the projects and stitches are easy to follow and  you progress
at the rate you need to . i would  recommend this book.
a great learning tool.",Crocheting for Dummies,5,1,11,2011,2,"i have been knitting for 30 years and i want to learn crochet for a book of the cutiest cats you every saw  so i got
this book to teach me crochet i am doing ok with it the projects and stitches are easy to follow and  you progress
at the rate you need to  i would  recommend this book
a great learning tool"
False,2011-09-23,A1J6V5O75H7U3H,B0007Y09VO,{'Format:': ' Paperback'},"i warmly recommend this book.
it covers all you need to know about crocheting, stitches tips and pattern. you'll learn to crochet any wearable clothing you need to have. and you also get an understanding of crocheting cloths on your own by working your stitch and needle with the help of inches, not pattern.
i love this book.
pattern in this book is everything from dishcloth to a nice sweater",everything you need,5,23,9,2011,2,"i warmly recommend this book
it covers all you need to know about crocheting stitches tips and pattern youll learn to crochet any wearable clothing you need to have and you also get an understanding of crocheting cloths on your own by working your stitch and needle with the help of inches not pattern
i love this book
pattern in this book is everything from dishcloth to a nice sweater"
False,2011-08-12,A1HUDCC2P8IEF3,B0007Y09VO,{'Format:': ' Paperback'},"i got this book a few days ago and so far i love all the explanations. i feel like i am finally getting crochet! :-)

however, as a beginner i feel that there are some sections where a graphic/drawing would have been extremely necessary in order to understand the concept. one example is ""constructing combinations"" on page 41.

i would have also liked to see more explanation on how to better control the yarn tension. not too much is devoted to that topic.

other than that, i really like this book, and it will be a valuable reference as i learn this craft.",Great but missing some key graphics,4,12,8,2011,2,"i got this book a few days ago and so far i love all the explanations i feel like i am finally getting crochet 

however as a beginner i feel that there are some sections where a graphicdrawing would have been extremely necessary in order to understand the concept one example is constructing combinations on page 41

i would have also liked to see more explanation on how to better control the yarn tension not too much is devoted to that topic

other than that i really like this book and it will be a valuable reference as i learn this craft"
True,2011-08-12,A1WSRBLV3SPKWO,B0007Y09VO,{'Format:': ' Paperback'},"item received in a timely manner and in new condition.  the book itself is extremely helpful, even for a seasoned crocheter.  thank you!",Big Help!,5,12,8,2011,2,item received in a timely manner and in new condition  the book itself is extremely helpful even for a seasoned crocheter  thank you
True,2011-07-21,A162KRLKIYK6PC,B0007Y09VO,{'Format:': ' Paperback'},"i have crocheted for many years, and this book did not provide me with very much new information. i still would recommend it for anyone just starting out with this fun hobby, and i did learn a few new things too. this book also has some nice patterns i'd like to try. i love the ""dummies"" books anyway. they're well-written and easy to understand.",Nice resource for beginners,4,21,7,2011,2,i have crocheted for many years and this book did not provide me with very much new information i still would recommend it for anyone just starting out with this fun hobby and i did learn a few new things too this book also has some nice patterns id like to try i love the dummies books anyway theyre wellwritten and easy to understand
True,2011-04-20,A36XGERV495BF9,B0007Y09VO,{'Format:': ' Paperback'},"hello amazon.com from bud french
  this dummie book made me a non dummie. i learned from this book how to croche,
the typing is very good & very good pictures to go by. i'v made 4 pot holders an geting better. thanks maybe i can send a picture later on down the road, when i get better. willard l french.","New hobby 4 a seventy-four year old man, Amazon.com",5,20,4,2011,2,"hello amazoncom from bud french
  this dummie book made me a non dummie i learned from this book how to croche
the typing is very good  very good pictures to go by iv made 4 pot holders an geting better thanks maybe i can send a picture later on down the road when i get better willard l french"
True,2011-04-01,AVXWSJ6DNU37A,B0007Y09VO,{'Format:': ' Paperback'},this is a really nice book when learning to crochet. instructions are clearly written and easy to follow. patterns are included. ordering on line and the good price made it even better.,Great book...good price.,5,1,4,2011,2,this is a really nice book when learning to crochet instructions are clearly written and easy to follow patterns are included ordering on line and the good price made it even better
True,2011-03-25,AV1ODU75E9D9L,B0007Y09VO,{'Format:': ' Paperback'},"i have the book knitting for dummies and have used it so much it is dog-eared, now am starting on crocheting.  i recommend these books because they are very easy to understand and the illustrations are very clear.  something for which most manuals are not good at i might add but this book is very well written with easy instructions and good projects for beginners.",Crocheting for Dummies,5,25,3,2011,2,i have the book knitting for dummies and have used it so much it is dogeared now am starting on crocheting  i recommend these books because they are very easy to understand and the illustrations are very clear  something for which most manuals are not good at i might add but this book is very well written with easy instructions and good projects for beginners
True,2011-01-24,AEXPGW9JZI9C7,B0007Y09VO,{'Format:': ' Paperback'},item was sent on time and in perfect condition as promised. i would purchase from seller anytime in the future. very responsible.,crochet for dummies,5,24,1,2011,2,item was sent on time and in perfect condition as promised i would purchase from seller anytime in the future very responsible
True,2011-01-23,A3116SEB738GUE,B0007Y09VO,{'Format:': ' Paperback'},"i crocheted as a kid, but had forgotten the stitches.  was looking for a good reference to show, and explain, the steps.  i don't live near any groups to join and get help!  this book is a must have for beginners and veteran hookers alike.  everything you need to know is in there!  i'm constantly referring back to make sure i'm not skipping a step, especially turning and crocheting in the round!  the drawings are spot on!  haven't made it to the more complicated stitches, but i keep this in my bag with me whenver i'm working on a project or reading a new pattern!

i also have ""knitting for dummies"", it's equally good.",Awsome how to!,5,23,1,2011,2,"i crocheted as a kid but had forgotten the stitches  was looking for a good reference to show and explain the steps  i dont live near any groups to join and get help  this book is a must have for beginners and veteran hookers alike  everything you need to know is in there  im constantly referring back to make sure im not skipping a step especially turning and crocheting in the round  the drawings are spot on  havent made it to the more complicated stitches but i keep this in my bag with me whenver im working on a project or reading a new pattern

i also have knitting for dummies its equally good"
True,2011-01-01,AJHLC19X54UMM,B0007Y09VO,{'Format:': ' Paperback'},i purchased this book for my granddaughter who wanted to learn to crochet.  she lives out of town so i could not teach her.  i have crocheted for over 5o yrs and i found it difficult to follow let alone some one who can not crochet.,Hard for beginners,2,1,1,2011,0,i purchased this book for my granddaughter who wanted to learn to crochet  she lives out of town so i could not teach her  i have crocheted for over 5o yrs and i found it difficult to follow let alone some one who can not crochet
True,2010-09-21,A2UF3LJ82II0ZV,B0007Y09VO,{'Format:': ' Paperback'},i have been crocheting a long time. i am not a beginner but not advanced by any means. this book helps the beginner as well as more advanced. it shows how to crochet from the very beginning with pictures that explain well. it also shows how to do many different types of stitch from very beginning to advanced. it also has several projects you can try. beginning to advanced.,crocheting more simple,5,21,9,2010,2,i have been crocheting a long time i am not a beginner but not advanced by any means this book helps the beginner as well as more advanced it shows how to crochet from the very beginning with pictures that explain well it also shows how to do many different types of stitch from very beginning to advanced it also has several projects you can try beginning to advanced
True,2010-08-06,A22ZG8OV4T3NC0,B0007Y09VO,{'Format:': ' Paperback'},this was a book that my wife had wanted and was unable to find locally... it came to our home via usps it was new and at a reasonable price... whenever possible i purchase items from amazon...,"Great for ""Dummies"" Book",5,6,8,2010,2,this was a book that my wife had wanted and was unable to find locally it came to our home via usps it was new and at a reasonable price whenever possible i purchase items from amazon
True,2010-07-04,A37PC6D5AJIC2G,B0007Y09VO,{'Format:': ' Paperback'},i enjoy the entire dummy series. the authors speak in clear illustrations for the novice.,Beginning Crochet,5,4,7,2010,2,i enjoy the entire dummy series the authors speak in clear illustrations for the novice
True,2010-04-16,A1PUPM5TKWZ2R2,B0007Y09VO,{'Format:': ' Paperback'},"as a beginning left hander in crochet, it is not easy to find a book that will give you that little bit of support to get you started.  as much as any two dimensional pictures can teach crochet, this book is wonderful.  of course, i'm sure it is good for right handers, too!  it's worth as a work to refer to for years to come is immeasurable.  buy it!  use it!  crochet!",Left handed beginners do not fear this book,5,16,4,2010,2,as a beginning left hander in crochet it is not easy to find a book that will give you that little bit of support to get you started  as much as any two dimensional pictures can teach crochet this book is wonderful  of course im sure it is good for right handers too  its worth as a work to refer to for years to come is immeasurable  buy it  use it  crochet
True,2010-04-09,AZX58HQDD9ZWI,B0007Y09VO,{'Format:': ' Paperback'},book very useful and well illustrated.  am a beginner in the art of crochet and find the diagrams easy to follow.  here's to crocheting!!,Very happy,5,9,4,2010,2,book very useful and well illustrated  am a beginner in the art of crochet and find the diagrams easy to follow  heres to crocheting
True,2010-02-28,A2A1YD5T5PCUQ1,B0007Y09VO,{'Format:': ' Paperback'},i have been ordering quite a few used books from amazon and i am so pleased that each time i am totally satisfied.  how great that i can always trust that amazon stands for quality.,A satisfied customer,5,28,2,2010,2,i have been ordering quite a few used books from amazon and i am so pleased that each time i am totally satisfied  how great that i can always trust that amazon stands for quality
True,2010-02-05,A1VH90UZQQSCOD,B0007Y09VO,{'Format:': ' Paperback'},"this is my first experience at crocheting so i needed something very basic. this fit the bill. the pictures are very helpful and it takes you from the beginning to more intricate stitches. after a couple days practicing with small squares of the stitches, i am tackling an afghan, and i am thoroughly enjoying it. this is a great book for beginners. maybe some experts can pick up a few pointers too.",Crocheting for Dummies,5,5,2,2010,2,this is my first experience at crocheting so i needed something very basic this fit the bill the pictures are very helpful and it takes you from the beginning to more intricate stitches after a couple days practicing with small squares of the stitches i am tackling an afghan and i am thoroughly enjoying it this is a great book for beginners maybe some experts can pick up a few pointers too
True,2010-01-31,A1HHM7R6VY22RB,B0007Y09VO,{'Format:': ' Paperback'},this book is a great source for every level of experience. i'm a beginner and it was recommended to me. i love the easy step by step instructions and the visual pictures are great. i can see at a glace how a stitch should look. the patterns that are included are wonderful for some one starting so you can keep up your enthusiasm. this book is always the first one i reach for when i need a reference. i love it!!!,Great for beginners,5,31,1,2010,2,this book is a great source for every level of experience im a beginner and it was recommended to me i love the easy step by step instructions and the visual pictures are great i can see at a glace how a stitch should look the patterns that are included are wonderful for some one starting so you can keep up your enthusiasm this book is always the first one i reach for when i need a reference i love it
True,2009-12-24,A1IO75VQIO4CPX,B0007Y09VO,{'Format:': ' Paperback'},came new and quickly as promised.  i would do business again with this seller. thanks.  :),Came quickly and new just as promised!  :) Thanks!,5,24,12,2009,2,came new and quickly as promised  i would do business again with this seller thanks  
True,2009-12-03,A1VYZE8SUYU9B9,B0007Y09VO,{'Format:': ' Paperback'},"i thought this was going to be a good choice to learn crocheting, but i was disappointed.  the sketches - not photos - are very hard to read and the directions are unclear.  also, the writer keeps trying to be funny - and failing miserably - which is very annoying when all you want to do is learn.

skip this one if you want to become skilled at this craft.  i have had more success with another book i purchased after only eight days of purchasing it.",Dummy down,2,3,12,2009,0,"i thought this was going to be a good choice to learn crocheting but i was disappointed  the sketches  not photos  are very hard to read and the directions are unclear  also the writer keeps trying to be funny  and failing miserably  which is very annoying when all you want to do is learn

skip this one if you want to become skilled at this craft  i have had more success with another book i purchased after only eight days of purchasing it"
True,2009-09-15,A3SRR1TAWPN4BF,B0007Y09VO,{'Format:': ' Paperback'},"the illustrations are too confusing for someone who's never crocheted. you are first shown how to wrap the yarn around your hand and next you are told to make a loop resembling a pretzel but it shows the yarn coming directly off the ball. also, why is there a chapter on blocking, measuring stitches and rows, etc., before you're even taught your first loop stitch.",Sorry I bought this book!!,1,15,9,2009,0,the illustrations are too confusing for someone whos never crocheted you are first shown how to wrap the yarn around your hand and next you are told to make a loop resembling a pretzel but it shows the yarn coming directly off the ball also why is there a chapter on blocking measuring stitches and rows etc before youre even taught your first loop stitch
True,2009-09-04,A1Q1C79GS2Z0GJ,B0007Y09VO,{'Format:': ' Paperback'},"i purchased this book for myself and found it somewhat useful, but extremely repetitive. i am a knitter and wanted to take up a new craft.",CROCHETING FOR DUMMIES,4,4,9,2009,2,i purchased this book for myself and found it somewhat useful but extremely repetitive i am a knitter and wanted to take up a new craft
False,2009-06-12,A1AOIB5HZDVL1B,B0007Y09VO,{'Format:': ' Paperback'},"this is a great book to have if you are a beginner or advanced level.  teaches you all the stitches, how to read a pattern, what those symbols mean, etc.....  i've looked through several books & am so happy i bought this one!",Great book,5,12,6,2009,2,this is a great book to have if you are a beginner or advanced level  teaches you all the stitches how to read a pattern what those symbols mean etc  ive looked through several books  am so happy i bought this one
False,2009-05-26,A2MMFJBXOOO039,B0007Y09VO,{'Format:': ' Paperback'},this book came to me in wonderful shape and is extremly helpful.  would order from this seller again,crocheting for dummies,5,26,5,2009,2,this book came to me in wonderful shape and is extremly helpful  would order from this seller again
False,2009-05-22,AZ1JIGB8KJZ3T,B0007Y09VO,{'Format:': ' Paperback'},the book is not very easy to understand.  it is really complicated.  it soen't have a simple step by step method that i expected it would have.,crocheting for dummies,2,22,5,2009,0,the book is not very easy to understand  it is really complicated  it soent have a simple step by step method that i expected it would have
True,2009-02-05,A4CNJWB2LF9ZE,B0007Y09VO,{'Format:': ' Paperback'},"this book provides great detail and images for learning or remembering (for those who once knew but may have forgotten) how to crochet.  i haven't made it all the way through the book, but i found the basic introduction very helpful.  the images gave me a good idea of what to look for while i crocheted.",Great resource!,5,5,2,2009,2,this book provides great detail and images for learning or remembering for those who once knew but may have forgotten how to crochet  i havent made it all the way through the book but i found the basic introduction very helpful  the images gave me a good idea of what to look for while i crocheted
True,2008-12-05,A1JBIN5QL5PZRF,B0007Y09VO,{'Format:': ' Paperback'},"the first books for dummies were great so i bought this book without any hesitation. the author is knowledgeable about the topic, but lacks the gift of explanation for beginners. i have since found the book not your mama's crochet and am much happier with it. while i like the projects in the dummies book better, the explanation and pictures are better in the ""not your mama's"" book.",Not for beginners,2,5,12,2008,0,the first books for dummies were great so i bought this book without any hesitation the author is knowledgeable about the topic but lacks the gift of explanation for beginners i have since found the book not your mamas crochet and am much happier with it while i like the projects in the dummies book better the explanation and pictures are better in the not your mamas book
False,2008-11-05,A1ZJBL435IIZ7O,B0007Y09VO,{'Format:': ' Kindle Edition'},"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/crocheting-for-dummies/dp/b001c4pklw/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">crocheting for dummies</a>though the sample version for the kindle included the entire table of contents, there were no images in the sample.  how can you tell if it's a good illustration if you don't get a sample of an illustration?  thanks!",Kindle sample version,1,5,11,2008,0,a datahookproductlinklinked classalinknormal hrefcrochetingfordummiesdpb001c4pklwrefcmcrarpdrvwtxtieutf8crocheting for dummiesathough the sample version for the kindle included the entire table of contents there were no images in the sample  how can you tell if its a good illustration if you dont get a sample of an illustration  thanks
False,2007-12-12,A3PVDYOL1P0DNS,B0007Y09VO,{'Format:': ' Paperback'},"i thought this was a very good book to learn from.  good pictures, and instructions, easy to understand when actually doing the steps/projects while reading.",Good for beginners,4,12,12,2007,2,i thought this was a very good book to learn from  good pictures and instructions easy to understand when actually doing the stepsprojects while reading
