verified,reviewTime,reviewerID,asin,style,reviewText,summary,overall,day,month,year,sentiment,review_clean
False,2015-08-09,A1PX7MQ6H1S1LQ,B0007Y8GSM,,"i'm a bit disappointed with this product. i got this as a present for my birthday a few weeks ago, as i have been wanting to learn how to play the uke for a pretty long time. upon receiving this, my first impression was that it was an alright ukulele, but the case was pretty flimsy. i began to teach myself to play. the book came with a chord dictionary in the back, which has been very helpful. but it went downhill from there. a few minutes ago, the neck just snapped clean off! right in the middle of me playing. and i have been gentle too.
so bottom line: flimsy case, uke is not strongly made (lasted less than a month before snapping), nice book and cds though. just get some informational book and buy yourself a better ukulele separately.",It worked...for awhile...,2,9,8,2015,0,"im a bit disappointed with this product i got this as a present for my birthday a few weeks ago as i have been wanting to learn how to play the uke for a pretty long time upon receiving this my first impression was that it was an alright ukulele but the case was pretty flimsy i began to teach myself to play the book came with a chord dictionary in the back which has been very helpful but it went downhill from there a few minutes ago the neck just snapped clean off right in the middle of me playing and i have been gentle too
so bottom line flimsy case uke is not strongly made lasted less than a month before snapping nice book and cds though just get some informational book and buy yourself a better ukulele separately"
False,2012-12-04,AUW3P50CSA1JL,B0007Y8GSM,,i found this same guitar on a different site for $38 free shipping.  i was shocked when i took it out of the box.  it is total of 21 inches long and 7 inches wide at the biggest part.  it's too small for my 2 year old to play.  i got this for my 5 year old for an xmas gift and im so happy it came in with enough time for me to return it and buy a different one. its made with even cheaper strings then fishing line.  sounds terrible.  its a toy for maybe a 2 year old.  no way for a 5 year old or older.  the reviews are so good and i have no idea why.  so so so so small.,super tiney,1,4,12,2012,0,i found this same guitar on a different site for 38 free shipping  i was shocked when i took it out of the box  it is total of 21 inches long and 7 inches wide at the biggest part  its too small for my 2 year old to play  i got this for my 5 year old for an xmas gift and im so happy it came in with enough time for me to return it and buy a different one its made with even cheaper strings then fishing line  sounds terrible  its a toy for maybe a 2 year old  no way for a 5 year old or older  the reviews are so good and i have no idea why  so so so so small
True,2015-08-01,A2ITETQ42P7CRL,B0007Y8GSM,,the string broke within a second of receiving this. it's very cheaply made. i have a hard time believing so many positive reviews have been written about this instrument. i am definitely suffering from buyer's remorse.,The string broke within a second of receiving this. ...,1,1,8,2015,0,the string broke within a second of receiving this its very cheaply made i have a hard time believing so many positive reviews have been written about this instrument i am definitely suffering from buyers remorse
True,2015-07-28,A1RBCHRGKL8HXJ,B0007Y8GSM,,the strings are horrible and doesn't play well. had it taking to be tuned and the music person said it can't be times correctly. waste of money.,The strings are horrible and doesn't play well,1,28,7,2015,0,the strings are horrible and doesnt play well had it taking to be tuned and the music person said it cant be times correctly waste of money
True,2015-07-28,A350UHAMX2EP8G,B0007Y8GSM,,beware the product photos make the instrument appear much larger than the book. the book is actually bigger. ukulele is much small than expected. returning product to order different size ukulele...,Photos are misleading.,1,28,7,2015,0,beware the product photos make the instrument appear much larger than the book the book is actually bigger ukulele is much small than expected returning product to order different size ukulele
True,2015-07-20,AUBSIQ3NBP4PO,B0007Y8GSM,,"the strings on this ukulele are terrible and impossible to tune. it is cheaply made. 4 months after purchasing, it fell off the hook that i had it hanging on the wall (at least it made an okay decoration) and the handle broke completely off taking the strings with it. it is junk and i wish i had returned it when i had the chance.",The strings on this ukulele are terrible and impossible to tune,1,20,7,2015,0,the strings on this ukulele are terrible and impossible to tune it is cheaply made 4 months after purchasing it fell off the hook that i had it hanging on the wall at least it made an okay decoration and the handle broke completely off taking the strings with it it is junk and i wish i had returned it when i had the chance
True,2015-07-16,A394UWITYYLNPZ,B0007Y8GSM,,doesn't stay tuned. had to buy new tuning keys.,Two Stars,2,16,7,2015,0,doesnt stay tuned had to buy new tuning keys
True,2015-07-09,A33KFL5CSZBC6L,B0007Y8GSM,,cheap cheap,One Star,1,9,7,2015,0,cheap cheap
True,2015-07-07,A1N6JUVQE5LAWO,B0007Y8GSM,,doesn't stay in tune... useless really.,Useless really.,1,7,7,2015,0,doesnt stay in tune useless really
False,2015-07-05,AWXR7BMGTWAW9,B0007Y8GSM,,"it would fall out of tune after only a few strums.  i re-tune and would play, only to fall out of tune in a matter of seconds, so i had to return it.",Wouldn't stay in tune,1,5,7,2015,0,it would fall out of tune after only a few strums  i retune and would play only to fall out of tune in a matter of seconds so i had to return it
True,2015-07-04,A3HXSTPCZPI3PV,B0007Y8GSM,,very disappoited with this product.  i tightened the strings and the wood split.  it is now not usable. very poor quality.,Very poor quality.,1,4,7,2015,0,very disappoited with this product  i tightened the strings and the wood split  it is now not usable very poor quality
True,2015-07-02,A2PE25CBC1Y3FE,B0007Y8GSM,,"i gave this to my very experienced guitar playing husband.  although it arrived on time and as described, i returned it after two weeks.  i had read the reviews that mentioned it wouldn't hold tuning, but the husband was sure this was people that didn't understand what to do to condition the nylon strings.  he conditioned them, played it , and tightened screws, etc.  nothing worked and back it went.  the instruction book and cds are great for beginners, and the uke is built well enough for the price otherwise.  we were just looking for a really cheap way to have a uke for a gatsby themed party, but no problem.  if you want to really learn to play , invest in a better model.","Won't stay in tune, even if you know what you are doing!",2,2,7,2015,0,i gave this to my very experienced guitar playing husband  although it arrived on time and as described i returned it after two weeks  i had read the reviews that mentioned it wouldnt hold tuning but the husband was sure this was people that didnt understand what to do to condition the nylon strings  he conditioned them played it  and tightened screws etc  nothing worked and back it went  the instruction book and cds are great for beginners and the uke is built well enough for the price otherwise  we were just looking for a really cheap way to have a uke for a gatsby themed party but no problem  if you want to really learn to play  invest in a better model
True,2015-06-29,A32WFNQCYJLDIT,B0007Y8GSM,,"poor craftsmanship!! the finger board and frets are damaged.
i did return this item once before ~ customer service was very good ~
 the instruction book is very good as well ~ guess i am stuck with it
oh well ~ live and learn ~ as with any guitar you really need to buy it from a store that sells instruments.
(note) it's always better to see and play instruments before you purchase.",UKE,2,29,6,2015,0,"poor craftsmanship the finger board and frets are damaged
i did return this item once before  customer service was very good 
 the instruction book is very good as well  guess i am stuck with it
oh well  live and learn  as with any guitar you really need to buy it from a store that sells instruments
note its always better to see and play instruments before you purchase"
True,2015-06-24,A1ZPU84G89H6OT,B0007Y8GSM,,well i got it as my first ukulele and learning on it was alright but i had to get a new one within like 2 weeks cause the sound was nothing like a real ukulele so it wasn't all bad but it was kinda a waste of 30 dollars,... but I had to get a new one within like 2 weeks cause the sound was nothing like a ...,1,24,6,2015,0,well i got it as my first ukulele and learning on it was alright but i had to get a new one within like 2 weeks cause the sound was nothing like a real ukulele so it wasnt all bad but it was kinda a waste of 30 dollars
True,2015-06-17,AUCX2E3U17KGJ,B0007Y8GSM,,bought this to start self-teaching myself how to play the ukulele. usually alfred is a great brand. but i was disappointed with this ukulele. you definitely get what you pay for. the strings would never stay tuned. the tuning pegs were too loose.,Better off buying a normal-priced instrument,1,17,6,2015,0,bought this to start selfteaching myself how to play the ukulele usually alfred is a great brand but i was disappointed with this ukulele you definitely get what you pay for the strings would never stay tuned the tuning pegs were too loose
True,2015-06-17,A2D36ALQ3WXZ52,B0007Y8GSM,,"to whom it may concern:
i bought the product thinking it was for a left hander. i can only play that way. is there a way to string it that way?",To whom it may concern: I bought the product ...,1,17,6,2015,0,"to whom it may concern
i bought the product thinking it was for a left hander i can only play that way is there a way to string it that way"
True,2015-06-11,A1VO1JS8GOS6BG,B0007Y8GSM,,when i got it the guitar was broken.,One Star,1,11,6,2015,0,when i got it the guitar was broken
True,2015-06-08,A1UBZAT6ERFO0K,B0007Y8GSM,,"i had to give it 1 star because i have to tune it every single time i use it! i had to buy an electric tuner just for this. i have been using it since the day i got it which was a couple of months ago and up until today the strings get out of tune a few hours after tuning it (even if it just sits there not being used). before i purchased it, i read in the reviews that after a few tunings it will stay good & won't be tuned for a while. well, not in my case i guess...so disappointing",Have to TUNE IT EVERY SINGLE TIME,1,8,6,2015,0,i had to give it 1 star because i have to tune it every single time i use it i had to buy an electric tuner just for this i have been using it since the day i got it which was a couple of months ago and up until today the strings get out of tune a few hours after tuning it even if it just sits there not being used before i purchased it i read in the reviews that after a few tunings it will stay good  wont be tuned for a while well not in my case i guessso disappointing
True,2015-06-08,A3BCWGFKU92I63,B0007Y8GSM,,"missing frets
can't play half the notes with missing frets :(",Missing Frets can't play half the notes with missing frets ...,1,8,6,2015,0,"missing frets
cant play half the notes with missing frets "
True,2015-06-08,A1V9SRL9UAAQ80,B0007Y8GSM,,it was bad. the strings are terrible and the fret board from broke,One Star,1,8,6,2015,0,it was bad the strings are terrible and the fret board from broke
True,2015-06-05,A2Y8EFZRHQ9X9Y,B0007Y6NZ1,,"ukelele arrived with the neck broken. the instructional book is very confusing, seems to assume everyone knows how to read sheet music. didn't even bother with the dvd, it's going right back.",Don't waste your time.,2,5,6,2015,0,ukelele arrived with the neck broken the instructional book is very confusing seems to assume everyone knows how to read sheet music didnt even bother with the dvd its going right back
True,2015-05-31,A24UU19485QUSX,B0007Y6NZ6,,"within 5 days of use, the neck came off the body.  there is no way for me to use it again.",Neck separated from the body of the Ukelele,1,31,5,2015,0,within 5 days of use the neck came off the body  there is no way for me to use it again
True,2015-05-26,A3M93O215A3IH6,B0007Y6NZ7,,will not stay tuned up,One Star,1,26,5,2015,0,will not stay tuned up
True,2015-05-25,ALZHCHWY99XOK,B0007Y6NZ8,,it broke first day.,One Star,1,25,5,2015,0,it broke first day
True,2015-05-14,A28HIPD6FPA93I,B0007Y6NZ12,,the ukulele could not hold its tune.,One Star,1,14,5,2015,0,the ukulele could not hold its tune
False,2015-05-05,A13E24J6PLTTX0,B0007Y6NZ15,,"i have tried relentlessly to get this firebrand uke to sound better, purchasing new strings, etc.  this is truly a hinderance to kids/beginners starting out, as this uke will always sound terrible.  i started with it, and a friend brought over his non-toy uke, and i was amazed at the better sound (his is not an expensive one, about $50).  i know own a real instrument ukulele, not a toy.
i now have an electric tuner, and can perfectly tune this, however, she'll still sound terrible playing chords.  i'll then check to re-tune and the strings are all still tuned properly.
this uke is a toy, nothing better.  a terrible instrument for beginners.
two stars because i did start playing, and the book/materials got me going join the right direction.  i had never played a uke before this one, and am addicted now.  and i keep trying to play the firebrand, only to be disappointed.","This uke is a toy, not an instrument.",2,5,5,2015,0,"i have tried relentlessly to get this firebrand uke to sound better purchasing new strings etc  this is truly a hinderance to kidsbeginners starting out as this uke will always sound terrible  i started with it and a friend brought over his nontoy uke and i was amazed at the better sound his is not an expensive one about 50  i know own a real instrument ukulele not a toy
i now have an electric tuner and can perfectly tune this however shell still sound terrible playing chords  ill then check to retune and the strings are all still tuned properly
this uke is a toy nothing better  a terrible instrument for beginners
two stars because i did start playing and the bookmaterials got me going join the right direction  i had never played a uke before this one and am addicted now  and i keep trying to play the firebrand only to be disappointed"
True,2015-04-29,A2NUN5I57JN0AL,B0007Y6NZ16,,i can't get the ukelele tuned. i'm using an electric tuner and can't get the right notes. so can't even begin to try to use it for lessons.,untunable,1,29,4,2015,0,i cant get the ukelele tuned im using an electric tuner and cant get the right notes so cant even begin to try to use it for lessons
True,2015-04-21,A3221S8SM41IH8,B0007Y6NZ21,,"the strings do not work and it is just terrible, stay away",terrible,1,21,4,2015,0,the strings do not work and it is just terrible stay away
True,2015-04-19,A3MUZ9LSZ64YT6,B0007Y6NZ26,,terrible. will not stay in tune...at all.,One Star,1,19,4,2015,0,terrible will not stay in tuneat all
True,2015-04-14,A1QQOKDM34IO33,B0007Y6NZ30,,impossible to tune.,One Star,1,14,4,2015,0,impossible to tune
True,2015-04-03,AH7V65TKR6GJ,B0007Y6NZ36,,"the nylon strings on the instrument are absolutely insufficient for beginners.  it makes me feel like i am playing a child's toy.  it does not provide the student with the ability to hear what the instrument is meant to sound like, the feel for real strings, or even how to accurately tune.  ridiculous!!!!",It makes me feel like I am playing a child's toy,1,3,4,2015,0,the nylon strings on the instrument are absolutely insufficient for beginners  it makes me feel like i am playing a childs toy  it does not provide the student with the ability to hear what the instrument is meant to sound like the feel for real strings or even how to accurately tune  ridiculous
True,2015-04-01,AIIREVPKDIVIY,B0007Y6NZ38,,"if you're a rookie then you could get this, but i think there are better brands for begginers too. the sound quality wasn't good, and also i had to tune it every two days. it wasn't pleasant.",but i think there are better brands for begginers too,2,1,4,2015,0,if youre a rookie then you could get this but i think there are better brands for begginers too the sound quality wasnt good and also i had to tune it every two days it wasnt pleasant
True,2015-03-29,A14YFTOLXGG1V0,B0007Y6NZ39,,the wife bought me this as a gift and it was terrible .... terrible quality ... won't stay in tune at all ... don't waste your money on this ... spend it on something that is worth it ...,... bought me this as a gift and it was terrible..,1,29,3,2015,0,the wife bought me this as a gift and it was terrible  terrible quality  wont stay in tune at all  dont waste your money on this  spend it on something that is worth it 
True,2015-03-27,A3FPBW4OEWTOIG,B0007Y6NZ42,,"book was ripped
dvd broken
cheap ukulele. it's basically plastic. and i'd love for a refund",and I'd love for a refund,1,27,3,2015,0,"book was ripped
dvd broken
cheap ukulele its basically plastic and id love for a refund"
True,2015-03-24,A3RGRPKS8DWVG5,B0007Y6NZ44,,too toy-like!,For kids...,2,24,3,2015,0,too toylike
True,2015-03-18,AB1E361KONTI1,B0007Y6NZ50,,"cheap ukulele inside. keeps going out of tune all the time. lessons aren't great either - just a few songs sung along with some chords, but no insight on what you could be doing wrong.",You get what you pay for,1,18,3,2015,0,cheap ukulele inside keeps going out of tune all the time lessons arent great either  just a few songs sung along with some chords but no insight on what you could be doing wrong
True,2015-03-13,A1ZF67KXFZJ46D,B0007Y6NZ52,,"the nut which is the part that holds the strings near the tuning keys has one groove that is not at the right height, so it can't be tuned correctly.  i just bought this item in december, and decided to wait to give to my daughter when she started her lessons in february.  so this is brand new and needs a repair already.  not good.  poor quality.  when i bought it the price seemed great and too good to be true.  well, it wasn't.  on the bright side, the repair will only be $20.",Repair needed right out of the box.,1,13,3,2015,0,the nut which is the part that holds the strings near the tuning keys has one groove that is not at the right height so it cant be tuned correctly  i just bought this item in december and decided to wait to give to my daughter when she started her lessons in february  so this is brand new and needs a repair already  not good  poor quality  when i bought it the price seemed great and too good to be true  well it wasnt  on the bright side the repair will only be 20
True,2015-02-28,A2Z5CGSTU29EQN,B0007Y6NZ56,,can not be tuned. has to return it.,Two Stars,2,28,2,2015,0,can not be tuned has to return it
True,2015-02-27,A1SSPSBR26SLBD,B0007Y6NZ59,,broke within the first 2 times of using it. horrible!,Horrible!,1,27,2,2015,0,broke within the first 2 times of using it horrible
True,2015-02-17,A1Z4PIM78SEH0O,B0007Y6NZ65,,"strings are too high off the frets. it won't hold a tune even after working and retuning as suggested. i haven't tried new strings for 2 reasons, 1- i hate to put more money into this one when i'm just going to have to buy her another one. 2- the frets being too high makes it both hard to learn and hard to stay in tune, therefore new strings wouldn't matter.
her sisters play. i wish i'd just bought something better from the start.",1- I hate to put more money into this one when I'm ...,1,17,2,2015,0,"strings are too high off the frets it wont hold a tune even after working and retuning as suggested i havent tried new strings for 2 reasons 1 i hate to put more money into this one when im just going to have to buy her another one 2 the frets being too high makes it both hard to learn and hard to stay in tune therefore new strings wouldnt matter
her sisters play i wish id just bought something better from the start"
True,2015-01-28,A1H4I7VO8YVMEI,B0007Y6NZ71,,great concept with great instructions and cds.  the ukulele looks nice but the chords are frustratingly out of tune even with the strings tuned.,Frustratingly out of tune,1,28,1,2015,0,great concept with great instructions and cds  the ukulele looks nice but the chords are frustratingly out of tune even with the strings tuned
True,2015-01-24,A18MNGXGXLPUNY,B0007Y6NZ73,,"the dvd was helpful, but the instrument goes out of tune every time you play a couple cords, i even tightened all the screws and still needed to tune it every time a played a lesson.","The dvd was helpful, but the instrument goes out ...",2,24,1,2015,0,the dvd was helpful but the instrument goes out of tune every time you play a couple cords i even tightened all the screws and still needed to tune it every time a played a lesson
True,2015-01-23,ANT4WT8QS8BIG,B0007Y6NZ75,,"out of tune too easily. they say it's for beginners, but beginners will tire of tuning the damn thing after every use. you'll need help tuning or a tuning application. it would probably discourage beginners who are tone deaf.",out of tune too easily. they say it's for beginners,2,23,1,2015,0,out of tune too easily they say its for beginners but beginners will tire of tuning the damn thing after every use youll need help tuning or a tuning application it would probably discourage beginners who are tone deaf
True,2015-01-16,A1A3SNPR6CX6IV,B0007Y6NZ82,,"low quality.  more of a ""toy"" than an ""instrument""",Two Stars,2,16,1,2015,0,low quality  more of a toy than an instrument
True,2015-01-14,A202R2JFDV40S0,B0007Y6NZ85,,"let me start by saying, i noticed mixed reviews on the ukelele so i figured ""well...might as well give it a chance. nothing can have 100% positive feedback"". i wanted to give this item the benefit of the doubt like i did a sound system some time ago (on amazon) that turned out decent.
boy, was i wrong.
this ""starter pack"" is more of a toy then a musical instrument. if you are serious about learning the ukulele and are above the age of 10, do not buy this item. spend a little more and get a ukulele that has some actual quality. this seems more like cheap toy you'd get your 5 year old relative to mess with.
when i first opened the box i noticed a lot of the edges on the bridge were slightly worn away in multiple areas. the wood is chipping slightly in some spots and it is very noticeable as soon as i opened it. why is it in this condition? it shouldn't be. this should be a brand new decent looking ukulele...but it's not.
it does not stay in tune, i am constantly having to tune it over and over. i sit down at my desk, practice for five minutes and it needs tuned. it's a constant cycle of this.

i would not recommend buying this. not for anyone. do not give it a chance like i did.
if you're looking for a cheap toy ukulele for a young child, i'm sure you can find one much cheaper then this.",Wish I would have believed reviews!,1,14,1,2015,0,"let me start by saying i noticed mixed reviews on the ukelele so i figured wellmight as well give it a chance nothing can have 100 positive feedback i wanted to give this item the benefit of the doubt like i did a sound system some time ago on amazon that turned out decent
boy was i wrong
this starter pack is more of a toy then a musical instrument if you are serious about learning the ukulele and are above the age of 10 do not buy this item spend a little more and get a ukulele that has some actual quality this seems more like cheap toy youd get your 5 year old relative to mess with
when i first opened the box i noticed a lot of the edges on the bridge were slightly worn away in multiple areas the wood is chipping slightly in some spots and it is very noticeable as soon as i opened it why is it in this condition it shouldnt be this should be a brand new decent looking ukulelebut its not
it does not stay in tune i am constantly having to tune it over and over i sit down at my desk practice for five minutes and it needs tuned its a constant cycle of this

i would not recommend buying this not for anyone do not give it a chance like i did
if youre looking for a cheap toy ukulele for a young child im sure you can find one much cheaper then this"
True,2015-01-13,A20M1LWSTPEKJI,B0007Y6NZ90,,"i bought this ukulele for my wife for x-mas, but it could not keep in tune.  we decided to return it.","I bought this Ukulele for my wife for X-Mas, ...",2,13,1,2015,0,i bought this ukulele for my wife for xmas but it could not keep in tune  we decided to return it
False,2015-01-13,A2Y60X3NAPO9E7,B0007Y6NZ93,,"unfortunately, despite the glowing review from another purchaser, this product (bought as a gift) was a bust.  the item itself is smaller than an actual ukulele and is more like a child's toy than a musical instrument.  not suitable for an adult. very cheaply made, poor finish, ""tinny"" and even at the low price offered not worth the purchase at half the price.  impossible to keep in tune. further, ours arrived with a broken fret.  inferior product.  pay a little more for a better product and you won't regret it, as we did this purchase.",Inferior Product,2,13,1,2015,0,unfortunately despite the glowing review from another purchaser this product bought as a gift was a bust  the item itself is smaller than an actual ukulele and is more like a childs toy than a musical instrument  not suitable for an adult very cheaply made poor finish tinny and even at the low price offered not worth the purchase at half the price  impossible to keep in tune further ours arrived with a broken fret  inferior product  pay a little more for a better product and you wont regret it as we did this purchase
True,2015-01-07,A36Q1WC8H5L670,B0007Y6NZ100,,i was dissatisfied with this instruments quality. there are flaws in the finish and it had a mar as if it had been dropped. i cannot keep it in tune.,good for young kids!,2,7,1,2015,0,i was dissatisfied with this instruments quality there are flaws in the finish and it had a mar as if it had been dropped i cannot keep it in tune
False,2015-01-03,A2EZ8SR2Z9EWOK,B0007Y6NZ105,,"i have had the chance to handle and try this out. no matter how well i tuned it, the fret spacing isn't quite right, and i couldn't play anything without it sounding out of tune. nice concept, but needs work on manufacturing, or at least more quality checking before they get out the door.",Not recommended.,2,3,1,2015,0,i have had the chance to handle and try this out no matter how well i tuned it the fret spacing isnt quite right and i couldnt play anything without it sounding out of tune nice concept but needs work on manufacturing or at least more quality checking before they get out the door
True,2015-01-03,A3DP8TO3HEVU7K,B0007Y6NZ107,,fyi - this product is suited for young children - not for beginner adults!,Two Stars,2,3,1,2015,0,fyi  this product is suited for young children  not for beginner adults
True,2014-12-31,AEJEY3Q02US10,B0007Y6NZ109,,this ukulele was of poor quality and i would not recommend to anyone.  very disappointed grand daughter on christmas!,poor quality,1,31,12,2014,0,this ukulele was of poor quality and i would not recommend to anyone  very disappointed grand daughter on christmas
True,2014-12-31,ATUQZH2CZA2VK,B0007Y6NZ111,,doesn't sound like an instrument sounds like a toy i should have spent a little more for a quality product,doesn't sound like an instrument sounds like a toy I should have ...,1,31,12,2014,0,doesnt sound like an instrument sounds like a toy i should have spent a little more for a quality product
True,2014-12-30,A2160T9M5UYP1P,B0007Y6NZ113,,"we bought this as a christmas present for our daughter. i will be sending it back. it was received with a nick in the wood, as well as a black magic marker line on it also. i suspect it was returned or used. i mistakenly thought it came with a tuner. it didn't. i feel this is of very poor quality, and after seeing many comments saying that it doesn't stay in tune at all, i'd rather spend more and get something of some value.",Disappointed,1,30,12,2014,0,we bought this as a christmas present for our daughter i will be sending it back it was received with a nick in the wood as well as a black magic marker line on it also i suspect it was returned or used i mistakenly thought it came with a tuner it didnt i feel this is of very poor quality and after seeing many comments saying that it doesnt stay in tune at all id rather spend more and get something of some value
False,2014-12-26,A1BDG7RMMX2M83,B0007Y6NZ120,,meh. this is really low quality. the strings will not stay in tune and the body feels too light. the book is quality but if you are actually interested in playing the ukulele you'll soon want to upgrade to a quality instrument.,Meh. This is really low quality. The strings ...,2,26,12,2014,0,meh this is really low quality the strings will not stay in tune and the body feels too light the book is quality but if you are actually interested in playing the ukulele youll soon want to upgrade to a quality instrument
True,2014-12-26,A398CTWDBO3T3T,B0007Y6NZ121,,the instrument broke one hour after it came out of the box christmas morning.,Disappointment,1,26,12,2014,0,the instrument broke one hour after it came out of the box christmas morning
True,2014-12-25,AS3MH2LLSK40M,B0007Y6NZ124,,"the neck started to separate from the body in the first hour after taking it out of the box. big disappointment for the boy on christmas morning. i repaired it with wood glue and a large clamp. seems to work now but confidence in this item is low now.

seller was amazon.com.  curious if they will hold themselves to the same standards they enforce on other sellers.",Neck separated right out of the box,1,25,12,2014,0,"the neck started to separate from the body in the first hour after taking it out of the box big disappointment for the boy on christmas morning i repaired it with wood glue and a large clamp seems to work now but confidence in this item is low now

seller was amazoncom  curious if they will hold themselves to the same standards they enforce on other sellers"
False,2014-12-25,A1J0VUT38DPDZO,B0007Y6NZ125,,"would not stay in tune for more than about 5 minutes, would not recommend as a beginner ukulele.",Would NOT recommend,1,25,12,2014,0,would not stay in tune for more than about 5 minutes would not recommend as a beginner ukulele
False,2014-12-23,A26YUS9MSWNE4N,B0007Y6NZ126,,"i purchased this for my younger sister with the expectations of giving it to her for christmas. however, after taking it out and trying to tune it i have decided to return it. this ukulele is not worth the money! even if you're a beginner. the strings are cheap and wouldn't tune, i couldn't even get the c cord to tune to a c.. in addition, when i did tune one, by the time i finished tuning another one that one had lost the note. the body is laminated wood, from what i can tell, and feels like a toy.. i would not suggest buying this, even if it is cheap, you kind find much better for the same price and you're better off learning on an instrument that works like it should.",I've been playing the ukulele for 4 years and this is the worst I've seen!,1,23,12,2014,0,i purchased this for my younger sister with the expectations of giving it to her for christmas however after taking it out and trying to tune it i have decided to return it this ukulele is not worth the money even if youre a beginner the strings are cheap and wouldnt tune i couldnt even get the c cord to tune to a c in addition when i did tune one by the time i finished tuning another one that one had lost the note the body is laminated wood from what i can tell and feels like a toy i would not suggest buying this even if it is cheap you kind find much better for the same price and youre better off learning on an instrument that works like it should
True,2014-12-13,A2G9AS33P5WK8P,B0007Y6NZ134,,"my daughter really wanted one so ordered it for christmas.  for an item over $30, i except a better quality. overall, i am very disappointed in this product. cheap material and the strings are junk. i would not spend more than $10 on this item.  now that i am returning it, i not only have to pay  $6.75 to ship it back, i also will not be refunded  the $6.75 i already paid for shipping it. the money i lost is more than what the ukulele is worth :(",Not worth the money!!!!,1,13,12,2014,0,my daughter really wanted one so ordered it for christmas  for an item over 30 i except a better quality overall i am very disappointed in this product cheap material and the strings are junk i would not spend more than 10 on this item  now that i am returning it i not only have to pay  675 to ship it back i also will not be refunded  the 675 i already paid for shipping it the money i lost is more than what the ukulele is worth 
True,2014-12-07,A2IWM6JH9HBANC,B0007Y6NZ140,,could have been a better quality. but you get what you pay for. my daughter learned how to play in 2 days from the youtube channel,Could have been a better quality. But you get what you pay for,2,7,12,2014,0,could have been a better quality but you get what you pay for my daughter learned how to play in 2 days from the youtube channel
True,2014-12-04,A3RA51A9UX67MO,B0007Y6NZ141,,"very hard to keep tuned, strings too hard, very small sound.",One Star,1,4,12,2014,0,very hard to keep tuned strings too hard very small sound
True,2014-11-25,AGZFI9MIDZ8GV,B0007Y6NZ144,,poor string quality.,One Star,1,25,11,2014,0,poor string quality
True,2014-10-30,A186R8JQ9KQ4HL,B0007Y6NZ154,,had two sent to me and on was broken and the other one looked like the neck had broken before and had been glued back together.,... and on was broken and the other one looked like the neck had broken before and had been glued ...,1,30,10,2014,0,had two sent to me and on was broken and the other one looked like the neck had broken before and had been glued back together
True,2014-10-20,A38ZH6NT9A7JY1,B0007Y6NZ161,,it was broken when i received it.,Piece of $h:!,1,20,10,2014,0,it was broken when i received it
True,2014-10-20,A3LLL257854WJR,B0007Y6NZ162,,so cheap that it won't even hold a tune. the strings are cheap plastic. worst purchase ive made,WORST PURCHASE Ive,1,20,10,2014,0,so cheap that it wont even hold a tune the strings are cheap plastic worst purchase ive made
True,2014-10-15,A1DX6XTBH7GQMV,B0007Y6NZ163,,strings won't stay in tune. by the end of a song you have to retune.,Two Stars,2,15,10,2014,0,strings wont stay in tune by the end of a song you have to retune
True,2014-10-01,A11NK32M8YHCNC,B0007Y6NZ166,,neck broke off within 10 seconds of playing.  re-glued it but the strings don't fit the bottom grooves very well.  very cheaply made.,neck broke off within 10 seconds of playing. Re-glued ...,1,1,10,2014,0,neck broke off within 10 seconds of playing  reglued it but the strings dont fit the bottom grooves very well  very cheaply made
True,2014-09-29,A2IP0F8THJVB1G,B0007Y6NZ168,,very dissapointed ..... not real strings... the books are nice not the uke:(,The books are nice not the uke,1,29,9,2014,0,very dissapointed  not real strings the books are nice not the uke
True,2014-09-24,A1MZZ88T6JRXCV,B0007Y6NZ169,,this is a kids toy.  or at least it should be sold as such as it's a piece of junk.  i returned mine upon opening the box. definitely not a quality product.,Avoid This Product,1,24,9,2014,0,this is a kids toy  or at least it should be sold as such as its a piece of junk  i returned mine upon opening the box definitely not a quality product
True,2014-09-24,A14BZ3JET31FJ6,B0007Y6NZ170,,book is dumb and the ukelele is hard :(,One Star,1,24,9,2014,0,book is dumb and the ukelele is hard 
True,2014-09-22,A23XNYPDKGBAMT,B0007Y6NZ173,,cheap junk,One Star,1,22,9,2014,0,cheap junk
True,2014-09-21,A32GCKXHT7RVN0,B0007Y6NZ174,,"the wood seems to be very low quality. the first one i order had it broken off within a day, the second is very weak.",The wood seems to be very low quality. The ...,1,21,9,2014,0,the wood seems to be very low quality the first one i order had it broken off within a day the second is very weak
True,2014-09-16,A6DKMCXN3AHII,B0007Y6NZ175,,i was expecting something better. the strings are horrible and very cheap. i wanna return it honestly,Don't like it,1,16,9,2014,0,i was expecting something better the strings are horrible and very cheap i wanna return it honestly
True,2014-09-15,A2QDEQOKTLPAWN,B0007Y6NZ176,,it's a toy. it will not stay in tune. want it back? it's still nicely wrapped in the box.,It's still nicely wrapped in the box,1,15,9,2014,0,its a toy it will not stay in tune want it back its still nicely wrapped in the box
True,2014-09-15,AD6G32S1IUEJU,B0007Y6NZ178,,the ukulele was poorly bilt.  i broke very easily.,I broke very easily.,2,15,9,2014,0,the ukulele was poorly bilt  i broke very easily
True,2014-09-13,ATCM4TDIBHRYR,B0007Y6NZ181,,it's really bad!!!!!,One Star,1,13,9,2014,0,its really bad
